expedition_id,member_id,peak_id,peak_name,year,season,sex,age,citizenship,expedition_role,hired,highpoint_metres,success,solo,oxygen_used,died,death_cause,death_height_metres,injured,injury_type,injury_height_metres
EVER65101,EVER65101-04,EVER,Everest,1965,Spring,M,42,India,Climber,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER65101,EVER65101-05,EVER,Everest,1965,Spring,M,23,India,Climber,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER65101,EVER65101-20,EVER,Everest,1965,Spring,M,30,India,Climber,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER65101,EVER65101-15,EVER,Everest,1965,Spring,M,NA,India,Climber,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER65101,EVER65101-14,EVER,Everest,1965,Spring,M,30,India,Climber,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER65101,EVER65101-06,EVER,Everest,1965,Spring,M,27,India,Climber,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER65101,EVER65101-27,EVER,Everest,1965,Spring,M,27,Nepal,Assistant Sirdar,TRUE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER65101,EVER65101-01,EVER,Everest,1965,Spring,M,33,India,Leader,FALSE,7986,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER69101,EVER69101-01,EVER,Everest,1969,Spring,M,36,Japan,Leader,FALSE,6500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69101,EVER69101-02,EVER,Everest,1969,Spring,M,36,Japan,Reporter,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69101,EVER69101-04,EVER,Everest,1969,Spring,M,28,Japan,Climber,FALSE,6500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69101,EVER69101-03,EVER,Everest,1969,Spring,M,26,Japan,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,AMS,5400
EVER69301,EVER69301-01,EVER,Everest,1969,Autumn,M,38,Japan,Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69301,EVER69301-02,EVER,Everest,1969,Autumn,M,38,Japan,Deputy Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69301,EVER69301-06,EVER,Everest,1969,Autumn,M,31,Japan,Climber,FALSE,8000,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER69301,EVER69301-05,EVER,Everest,1969,Autumn,M,30,Japan,Climber,FALSE,8000,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER69301,EVER69301-12,EVER,Everest,1969,Autumn,M,28,Japan,Climber,FALSE,8000,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER69301,EVER69301-10,EVER,Everest,1969,Autumn,M,27,Japan,Climber,FALSE,8000,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER69301,EVER69301-03,EVER,Everest,1969,Autumn,M,24,Japan,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69301,EVER69301-08,EVER,Everest,1969,Autumn,M,36,Japan,Exp Doctor,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-01,EVER,Everest,1969,Autumn,M,36,Japan,Leader,FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-08,EVER,Everest,1969,Autumn,M,44,Japan,Advisor,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-07,EVER,Everest,1969,Autumn,M,36,Japan,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-10,EVER,Everest,1969,Autumn,M,40,Japan,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-15,EVER,Everest,1969,Autumn,M,31,Japan,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-13,EVER,Everest,1969,Autumn,M,31,Japan,Exp Doctor,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-06,EVER,Everest,1969,Autumn,M,23,Japan,Food Manager,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-14,EVER,Everest,1969,Autumn,M,40,Japan,Reporter,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-02,EVER,Everest,1969,Autumn,M,35,Japan,Photographer,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-12,EVER,Everest,1969,Autumn,M,24,Japan,Skiing Demonstrator,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-11,EVER,Everest,1969,Autumn,M,22,Japan,Skiing Demonstrator,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-16,EVER,Everest,1969,Autumn,M,36,Japan,"Producer, Director",FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-04,EVER,Everest,1969,Autumn,M,31,Japan,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-09,EVER,Everest,1969,Autumn,M,26,Japan,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-05,EVER,Everest,1969,Autumn,M,24,Japan,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER69302,EVER69302-03,EVER,Everest,1969,Autumn,M,36,Japan,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-02,EVER,Everest,1970,Spring,M,37,Japan,Ski Team Leader,FALSE,8100,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-04,EVER,Everest,1970,Spring,M,37,Japan,Deputy Leader,FALSE,7985,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-03,EVER,Everest,1970,Spring,M,33,Japan,Deputy Leader,FALSE,6800,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-21,EVER,Everest,1970,Spring,M,41,Japan,Support Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-11,EVER,Everest,1970,Spring,M,24,Japan,Support Climber,FALSE,7985,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-25,EVER,Everest,1970,Spring,M,28,Japan,Support Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-08,EVER,Everest,1970,Spring,M,32,Japan,Medical Team,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-34,EVER,Everest,1970,Spring,M,37,Japan,Movie Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-20,EVER,Everest,1970,Spring,M,27,Japan,Movie Team,FALSE,7985,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-12,EVER,Everest,1970,Spring,M,36,Japan,Movie Team,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-31,EVER,Everest,1970,Spring,M,26,Japan,Movie Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-13,EVER,Everest,1970,Spring,M,35,Japan,Movie Team,FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-10,EVER,Everest,1970,Spring,M,22,Japan,Support Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-22,EVER,Everest,1970,Spring,M,23,Japan,Support Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-30,EVER,Everest,1970,Spring,M,40,Japan,Reporter Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-05,EVER,Everest,1970,Spring,M,36,Japan,Reporter Team,FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-19,EVER,Everest,1970,Spring,M,24,Japan,Support Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-24,EVER,Everest,1970,Spring,M,32,Japan,Reporter Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-07,EVER,Everest,1970,Spring,M,37,Japan,General Manager,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-16,EVER,Everest,1970,Spring,M,39,Japan,Medical Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-14,EVER,Everest,1970,Spring,M,22,Japan,Movie Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-26,EVER,Everest,1970,Spring,M,28,Japan,Movie Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-17,EVER,Everest,1970,Spring,M,32,Japan,Movie Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-18,EVER,Everest,1970,Spring,M,30,Japan,Medical Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-23,EVER,Everest,1970,Spring,M,27,Japan,Medical Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER70101,EVER70101-01,EVER,Everest,1970,Spring,M,37,Japan,Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-02,EVER,Everest,1972,Spring,M,56,W Germany,Deputy Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-03,EVER,Everest,1972,Spring,M,29,W Germany,Climber,FALSE,6050,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-04,EVER,Everest,1972,Spring,M,23,Switzerland,Climber,FALSE,6900,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-05,EVER,Everest,1972,Spring,M,26,Italy,Climber,FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-06,EVER,Everest,1972,Spring,M,27,W Germany,Scientific Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-07,EVER,Everest,1972,Spring,M,40,W Germany,TV Cameraman,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-08,EVER,Everest,1972,Spring,M,30,Austria,Climber,FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,TRUE,Crevasse,NA
EVER72101,EVER72101-01,EVER,Everest,1972,Spring,M,55,W Germany,Leader/Exp Doctor,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-09,EVER,Everest,1972,Spring,M,33,Austria,Climber,FALSE,8350,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-10,EVER,Everest,1972,Spring,M,42,W Germany,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-11,EVER,Everest,1972,Spring,M,35,Austria,Face Leader,FALSE,8350,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-12,EVER,Everest,1972,Spring,M,44,W Germany,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-13,EVER,Everest,1972,Spring,M,41,UK,Climber,FALSE,7900,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-14,EVER,Everest,1972,Spring,M,31,W Germany,Scientific Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-15,EVER,Everest,1972,Spring,M,28,Austria,Climber,FALSE,7900,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-16,EVER,Everest,1972,Spring,M,36,Austria,Climber,FALSE,8200,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-17,EVER,Everest,1972,Spring,M,26,W Germany/Iran,Climber,FALSE,7400,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-18,EVER,Everest,1972,Spring,M,33,Austria,Climber,FALSE,8200,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-19,EVER,Everest,1972,Spring,M,30,UK,Climber,FALSE,7900,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-20,EVER,Everest,1972,Spring,F,32,W Germany,Scientific Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-21,EVER,Everest,1972,Spring,M,33,Austria,Climber,FALSE,6250,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-22,EVER,Everest,1972,Spring,M,38,UK,Climber,FALSE,7900,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72101,EVER72101-23,EVER,Everest,1972,Spring,M,27,W Germany,Scientific Team,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-01,EVER,Everest,1972,Autumn,M,38,UK,Leader,FALSE,8230,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-03,EVER,Everest,1972,Autumn,M,31,UK,Climber,FALSE,8130,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-04,EVER,Everest,1972,Autumn,M,31,UK,Photographer,FALSE,8230,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-05,EVER,Everest,1972,Autumn,M,30,UK,Climber,FALSE,8230,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-06,EVER,Everest,1972,Autumn,M,30,UK,Climber,FALSE,8230,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-07,EVER,Everest,1972,Autumn,M,33,UK,Climber/BC Manager,FALSE,7500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-08,EVER,Everest,1972,Autumn,M,42,UK,Climber,FALSE,8075,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-09,EVER,Everest,1972,Autumn,M,35,UK,Exp Doctor,FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-10,EVER,Everest,1972,Autumn,M,31,UK,Climber,FALSE,8230,FALSE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-12,EVER,Everest,1972,Autumn,M,37,UK,Climber,FALSE,7925,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER72301,EVER72301-02,EVER,Everest,1972,Autumn,M,55,UK,Deputy Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-01,EVER,Everest,1973,Spring,M,45,Italy,Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-14,EVER,Everest,1973,Spring,M,21,Italy,Assistant,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-42,EVER,Everest,1973,Spring,M,26,Italy,Assistant,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-02,EVER,Everest,1973,Spring,M,41,Italy,Deputy Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-03,EVER,Everest,1973,Spring,M,41,Italy,Deputy Leader,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-44,EVER,Everest,1973,Spring,M,37,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-29,EVER,Everest,1973,Spring,M,30,Italy,Climber/Transport,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-37,EVER,Everest,1973,Spring,M,30,Italy,Cash Director,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-58,EVER,Everest,1973,Spring,M,27,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-13,EVER,Everest,1973,Spring,M,23,Italy,Press Director,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-59,EVER,Everest,1973,Spring,M,43,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-32,EVER,Everest,1973,Spring,M,23,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-63,EVER,Everest,1973,Spring,M,28,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-23,EVER,Everest,1973,Spring,M,29,Italy,Climber,FALSE,6150,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-24,EVER,Everest,1973,Spring,M,41,Italy,Climber,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-60,EVER,Everest,1973,Spring,M,29,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-49,EVER,Everest,1973,Spring,M,27,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-25,EVER,Everest,1973,Spring,M,25,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-51,EVER,Everest,1973,Spring,M,37,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-06,EVER,Everest,1973,Spring,M,27,Italy,Climber,FALSE,8850,TRUE,FALSE,TRUE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-52,EVER,Everest,1973,Spring,M,28,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-62,EVER,Everest,1973,Spring,M,28,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-53,EVER,Everest,1973,Spring,M,28,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-65,EVER,Everest,1973,Spring,M,32,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-36,EVER,Everest,1973,Spring,M,37,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-08,EVER,Everest,1973,Spring,M,20,Italy,Climber,FALSE,6150,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-41,EVER,Everest,1973,Spring,M,22,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-61,EVER,Everest,1973,Spring,M,20,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-39,EVER,Everest,1973,Spring,M,28,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-50,EVER,Everest,1973,Spring,M,28,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-45,EVER,Everest,1973,Spring,M,21,Italy,Climber,FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-55,EVER,Everest,1973,Spring,M,21,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-56,EVER,Everest,1973,Spring,M,21,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-17,EVER,Everest,1973,Spring,M,22,Italy,Climber,FALSE,6450,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-57,EVER,Everest,1973,Spring,M,22,Italy,Climber,FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-21,EVER,Everest,1973,Spring,M,29,Italy,Climber,FALSE,NA,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-31,EVER,Everest,1973,Spring,M,22,Italy,Climber,FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-64,EVER,Everest,1973,Spring,M,30,Italy,Climber,FALSE,7500,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
EVER73101,EVER73101-27,EVER,Everest,1973,Spring,M,30,Italy,Climber,FALSE,7000,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
